lfnr,krnr,agglvl,name,wkr,regbez,agg2833k,agg2833v,krnrv,c25wohn,c25lselb,c25lgewb,c25langs,c25larb,c25lmith,c25iselb,c25igewb,c25iangs,c25iarb,c25imith,c25hselb,c25hangs,c25harb,c25hmith,c25vselb,c25vangs,c25varb,c25vmith,c25gselb,c25ggewb,c25gangs,c25garb,c25gmith,c25dselb,c25dgewb,c25dangs,c25darb,c25dmith,c25dhaus,c25bland,c25bwerk,c25bhand,c25bverw,c25bgsun,c25bhaus,c25selb,c25hsgew,c25anges,c25arbei,c25mith,c25berwt,c25bbrlo,c25pop,c25prot,c25kath,c25juden,c33pop1,c33erwp,c33werwp,c33erwtt,c33erlos,c33brlos,c33aohb,c33waohb,c33land,c33indu,c33hndl,c33dnst,c33haus,c33selb,c33mith,c33beamt,c33angs,c33arbei,c33hsang,c33eloan,c33eloar,c33eloha,c33pop2,c33lv,rwz1,rwz2a,rwz2b,rwz2c,rwz2d,rwz3,rwz4a,rwz4b,rwz4c,rwz5,rwz6,rwz7,rwz8a,rwz8b,rwz8c,rwz8d,rwz9,rwz10a,rwz10b,rwz10c,rwz11,alos30d,alu30d,kru30d,we30d,alos31d,alu31d,kru31d,we31d,alos32d,alu32d,kru32d,we32d
2913,592,8,"ALTENBOCHUM",18,1,0,0,592,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2914,592,8,"WEITMAR",18,1,0,0,592,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2915,592,9,"REST-BOCHUM L (-31.7.29)",18,1,3169,3169,592,15801,190,0,32,251,284,404,1,625,10125,16,312,480,259,85,22,282,61,0,36,0,4,22,0,0,0,5,30,0,216,757,11170,1136,365,62,251,964,1,1428,10748,385,13741,2060,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2916,593,5,"BRILON",18,1,0,0,593,47068,7532,0,410,2261,6678,4121,43,959,10170,158,2130,2013,1205,310,206,1220,208,0,227,0,615,352,2,1,1,40,425,0,804,16881,15408,5658,1634,1196,1270,14217,44,5257,14621,7148,42047,5021,47068,1891,44574,431,50493,25247,10276,22305,2942,4412,20834,12899,11917,5600,2335,1808,645,4727,8619,741,1403,6198,617,220,2651,71,50493,17905,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2917,593,8,"BRILON",18,1,2917,2917,593,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5853,339,5363,89,6480,3191,1234,2734,457,428,2861,1894,1113,765,350,370,136,558,822,173,308,740,133,47,394,16,6480,1633,5853,9929,9721,0,0,1157,210,573,217,5955,5853,51355,157,427,387,29,7,1060,58,39,56,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2918,593,8,"MEDEBACH",18,1,2918,2918,593,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2384,115,2231,32,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2444,958,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2919,593,8,"NIEDERMARSBERG (1928- MARSBERG)",18,1,2919,2919,593,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4797,346,4284,108,5455,1860,736,1583,277,1744,1851,1277,310,444,294,414,121,284,271,143,311,454,120,37,232,8,5455,444,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2920,593,9,"REST-BRILON",18,1,2920,2920,593,47068,7532,0,410,2261,6678,4121,43,959,10170,158,2130,2013,1205,310,206,1220,208,0,227,0,615,352,2,1,1,40,425,0,804,16881,15408,5658,1634,1196,1270,14217,44,5257,14621,7148,42047,5021,34034,1091,32696,202,38558,20196,8306,17988,2208,2240,16122,9728,10494,4391,1691,1024,388,3885,7526,425,784,5004,364,136,2025,47,36114,14870,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2921,594,4,"CASTROP-RAUXEL  S (1.4.28-)",18,1,2921,2921,594,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,53360,22068,29236,144,58372,21470,3900,13870,7600,4791,32111,23032,800,8741,2373,1190,766,1504,810,665,1927,8211,753,565,6704,331,58372,1247,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3571,2170,414,987,6136,1751,1782,2603,7048,272,1586,5190
2922,595,5,"DORTMUND LKR.",18,1,0,0,595,217233,1806,0,262,1574,1910,6390,59,11568,147404,292,5632,6341,3497,1018,732,4636,417,5,924,0,378,386,16,14,1,148,1093,0,3670,5552,165654,16488,5790,1704,4925,15498,60,23333,154371,3241,200113,17120,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2923,595,8,"CASTROP-RAUXEL",18,1,0,0,595,53218,345,0,57,271,283,1807,21,3402,36160,54,1447,1557,806,253,213,1213,75,0,230,0,93,84,4,2,0,36,299,0,996,956,41423,4063,1501,411,1333,4044,21,6358,37695,594,49687,3531,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,53218,8616,6847,53,283,11223,458,482,60,43718,53188,465860,69,365,483,83,36,9079,904,1240,279,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2924,595,8,"CASTROP",18,1,0,0,595,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2925,595,8,"RAUXEL",18,1,0,0,595,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2926,595,8,"ALTENDERNE-NIEDERBECKER",18,1,0,0,595,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2927,595,8,"HORSTMAR",18,1,0,0,595,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2928,595,8,"HABINGSHORST",18,1,0,0,595,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2929,595,8,"ALTENDERNE-OBERBECKER",18,1,0,0,595,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2930,595,8,"ICKERN",18,1,0,0,595,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2931,595,8,"LUENEN",18,1,0,0,595,23782,169,0,44,144,158,1030,4,1536,14544,58,865,968,485,125,121,736,29,0,166,0,65,63,3,1,0,18,150,0,548,515,17168,2443,886,297,717,2352,4,3367,15415,344,22026,1756,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,23782,9203,7730,50,382,5257,417,500,83,21335,24121,213250,90,411,435,64,27,4325,418,514,184,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2932,595,8,"ASSELN",18,1,0,0,595,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6374,9799,9266,0,0,1369,315,583,102,5942,6084,54860,92,491,385,32,13,1196,71,102,39,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2933,595,8,"BOERNIG",18,1,0,0,595,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7979,8378,5153,40,347,1730,543,430,27,6243,8233,75250,59,309,521,111,51,1383,150,197,40,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2934,595,8,"BOEVINGHAUSEN BEI LUETGE",18,1,0,0,595,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5895,6446,3756,27,82,1349,681,284,35,4660,6068,54140,51,346,512,91,57,1157,64,128,43,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2935,595,8,"BRAMBAUER",18,1,0,0,595,13351,72,0,3,77,123,377,6,626,9921,20,272,216,208,71,41,211,15,0,63,0,15,26,3,0,0,4,49,0,229,275,10944,767,267,107,282,825,6,1075,10296,217,12642,709,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,13351,8341,6977,12,39,2827,587,369,44,10317,13815,120565,35,324,530,111,55,2220,280,327,45,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2936,595,8,"DERNE",18,1,0,0,595,13009,108,0,7,80,110,298,1,506,9137,15,240,386,285,45,29,246,9,0,34,0,36,40,0,0,0,12,45,0,192,305,9956,956,284,110,249,709,1,1193,9596,170,11860,1149,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,13009,9028,7967,11,54,2722,465,487,48,10314,13167,115765,54,333,521,92,35,2191,117,414,69,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2937,595,8,"HOLTHAUSEN B. CASTROP",18,1,0,0,595,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5942,6723,3786,113,385,1266,622,328,50,4497,5995,51575,51,311,520,118,47,1039,84,143,32,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2938,595,8,"HUSEN",18,1,0,0,595,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2939,595,8,"KIRCHDERNE",18,1,0,0,595,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2940,595,8,"KIRCHLINDE",18,1,0,0,595,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5743,6705,4069,142,548,1293,660,298,42,4380,5825,51200,61,323,499,117,63,1101,55,137,63,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2941,595,8,"LUETGENDORTMUND",18,1,0,0,595,15311,52,0,11,58,55,422,3,541,10117,25,460,481,167,80,51,351,56,0,63,0,34,27,1,0,0,25,114,0,242,176,11105,1188,458,125,381,1048,3,1443,10539,161,13433,1878,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,15311,6366,4142,102,292,3535,663,302,35,11711,15492,139605,58,326,498,118,72,2951,167,417,163,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2942,595,8,"MARTEN",18,1,0,0,595,12298,38,0,10,37,63,279,6,632,8234,18,290,482,305,58,47,226,31,0,44,0,12,15,0,3,0,6,64,0,208,148,9163,1135,304,71,281,701,6,1368,8686,139,11102,1196,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,12298,6155,3670,357,991,2772,673,284,43,9258,12383,110050,48,322,510,120,64,2243,176,353,116,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2943,595,8,"MENGEDE",18,1,0,0,595,13794,115,0,9,89,129,435,5,752,9416,13,363,471,162,56,51,394,22,0,68,0,31,25,3,0,0,3,53,0,248,342,10616,1052,467,127,304,1032,5,1660,9767,201,12908,886,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,13794,8120,6116,41,165,2985,482,452,66,11582,13908,121685,63,403,452,82,37,2467,190,328,70,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2944,595,8,"NETTE",18,1,0,0,595,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2945,595,8,"OESPEL",18,1,0,0,595,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2946,595,8,"SODINGEN",18,1,0,0,595,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,8198,7971,4749,217,892,1663,476,487,37,6237,8543,74285,40,296,549,115,56,1240,162,261,43,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2947,595,8,"WESTERFILDE",18,1,0,0,595,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2948,595,8,"WICKEDE",18,1,0,0,595,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2949,595,9,"REST-DORTMUND LKR.",18,1,0,0,595,72470,907,0,121,818,989,1742,13,3573,49875,89,1695,1780,1079,330,179,1259,180,5,256,0,92,106,2,8,1,44,319,0,1007,2835,55279,4884,1623,456,1378,4787,14,6869,52377,1415,66455,6015,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2950,596,4,"DORTMUND S",18,1,2950,2950,596,321743,507,0,148,912,209,13982,376,24614,148490,442,17780,30195,23711,1281,2020,12432,1657,21,1839,0,1921,2008,31,43,10,938,3964,0,8854,1776,187528,72967,16130,5799,13799,36171,386,70248,180742,1984,297999,23744,525837,280439,212288,4424,540875,228095,52767,152195,75900,47939,264841,197507,5991,74991,43010,18009,10194,20297,6875,11205,30404,73443,9971,10220,63181,2499,540875,9537,321743,5858,3042,261,747,74957,613,322,65,266184,321915,2917470,88,366,422,124,84,60485,5797,8675,4168,47700,25124,7662,14914,66739,15342,20862,30535,69629,4840,13745,51044
2951,597,5,"ENNEPE-RUHRKREIS",18,1,0,0,597,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,162027,120414,31022,311,167230,75947,20213,54008,21939,14148,77135,57490,8949,29728,9254,3626,2451,9036,6908,1893,7330,26477,2364,2332,19067,540,167230,11580,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2952,597,8,"ALTENDORF",18,1,2952,2952,597,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3813,662,3099,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3962,232,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
2953,597,8,"BRECKERFELD",18,1,2953,2953,597,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4113,3569,370,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4323,1174,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
